[&R] ((((((216_13:0,216_14:0)189_11:1.002,216_11:2.002)143_6:0,((216_9:0,216_10:0)190_8:1,(216_7:1,216_8:0)191_7:0)150_5:0.002)103_3:0.004,216_22:2.006)57_2:6.646,(((216_3:0,216_4:0)165_2:1.015,216_5:1.015)112_2:0.001,(216_1:3.378,216_2:0.378)171_1:0.638)68_1:4.636)17_1:0.348)I0;
I0,0,0,0,0,0,0,0,0,0,0
17_1,0,0,0,0,0,0,0,0:0.83/1:0.17,0,0:0.83/2:0.17
68_1,2,0,2,0,0,0,2,1,0,2
171_1,2,0,2,0,0:0.37/1:0.63,0,2,1,0,2
216_2,2,0,2,0,1,0,2,1,0,2
216_1,2,2,2,0,1,2,2,1,1,2
112_2,2,0,2,0,0,0,2,1,0,2
216_5,2,0,2,0,1,0,2,1,0,2
165_2,2,0,2,0,0,2,2,1,0,2
216_4,2,0,2,0,0,2,2,1,0,2
216_3,2,0,2,0,0,2,2,1,0,2
57_2,1,1,0,2,1,2,0,1,0,2
216_22,1,1,1,2,1,2,0,1,1,2
103_3,1,1,0,2,1,2,0,1,0,2
150_5,1,1,0,2,1,2,0,1,0,2
191_7,1,1,0,2,1,2,0,1,0,2
216_8,1,1,0,2,1,2,0,1,0,2
216_7,1,1,0,2,1,2,2,1,0,2
190_8,1,1,0,2,1,2,1,1,0,2
216_10,1,1,0,2,1,2,1,1,0,2
216_9,1,1,0,2,1,2,1,1,0,2
143_6,1,1,0,2,1,2,0,1,0,2
216_11,1,1,0,2,1,2,2,1,2,2
189_11,1,1,0,2,1,2,0,1,1,2
216_14,1,1,0,2,1,2,0,1,1,2
216_13,1,1,0,2,1,2,0,1,1,2
